vcfname	strainName	paper_year	PRJcode	clade/population/classification
SRR7851919	2.1392	Duan_2019	PRJNA396809	Huangjiu
SRR7851778	2.591	Duan_2019	PRJNA396809	Mantou 7
ERR754601	3.1	Almeida_2015	PRJEB7601	Mediterranean oak
SRR7851763	155	Duan_2019	PRJNA396809	Mantou 7
SRR7851764	168	Duan_2019	PRJNA396809	Mantou 7
SRR7851741	229	Duan_2019	PRJNA396809	Mantou 7
SRR7851740	427	Duan_2019	PRJNA396809	Mantou 7
SRR7851743	502	Duan_2019	PRJNA396809	Mantou 7
ERR560545	1014-F5	GENOWINE_2015	PRJEB6529	?
ERR266424	1014g5	Ramazzotti_2018	PRJEB1871	grape
SRR7851789	11-3002	Duan_2019	PRJNA396809	Milk
ERR560543	20B2	GENOWINE_2015	PRJEB6529	?
ERR560544	22A4	GENOWINE_2015	PRJEB6529	?
SRR649842	273614N	Skelly_2013	PRJNA186707	clinical
SRR649905	378604X	Skelly_2013	PRJNA186707	clinical
SRR7851786	5-3004	Duan_2019	PRJNA396809	Milk
ERR1276734	59A	GENOWINE_2015	PRJEB6529	?
ERR560550	6320-A7	GENOWINE_2015	PRJEB6529	?
ERR560548	7-7	GENOWINE_2015	PRJEB6529	?
ERR3010122	A8	Pontes_2019	PRJEB30431	olives
ERR1309487	AAA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308784	AAB	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1309038	AAC	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1308805	AAD	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1309410	AAE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308974	AAG	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309088	AAH	PeterandDeChiara_2018	PRJEB13017	?
ERR1309457	AAI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308664	AAK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309297	AAL	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308737	AAM	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308608	AAN	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309494	AAP	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309237	AAQ	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1308657	AAR	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1309268	AAS	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308747	AAT	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309414	AAV	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308820	ABA	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308725	ABB	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1309192	ABC	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309216	ABD	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309094	ABE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308756	ABF	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308928	ABG	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309451	ABH	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3 
ERR1309242	ABI	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309051	ABK	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309450	ABL	PeterandDeChiara_2018	PRJEB13017	?
ERR1309305	ABM	PeterandDeChiara_2018	PRJEB13017	2. Alpechin 
ERR1309483	ABP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309108	ABQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308614	ABR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309033	ABS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308686	ABT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308582	ABV	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309429	ACA	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308825	ACB	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308993	ACC	PeterandDeChiara_2018	PRJEB13017	21. Ecuadorean 
ERR1308915	ACD	PeterandDeChiara_2018	PRJEB13017	23. North American oak 
ERR1309423	ACF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309431	ACG	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1
ERR1309194	ACH	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1
ERR1309154	ACI	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308893	ACK	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1309459	ACL	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308607	ACM	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308890	ACN	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3 
ERR1308665	ACP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1308618	ACQ	PeterandDeChiara_2018	PRJEB13017	18. Far East Asia 
ERR1309466	ACR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309144	ACS	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1
ERR1308791	ACT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308596	ACV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309427	ADA	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3 
ERR1309415	ADB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308809	ADC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308917	ADD	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 2)
ERR1309020	ADE	PeterandDeChiara_2018	PRJEB13017	?
ERR1309089	ADF	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1308685	ADG	PeterandDeChiara_2018	PRJEB13017	?
ERR1309064	ADH	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308593	ADI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 2)
ERR1308807	ADK	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309122	ADL	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309212	ADM	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309159	ADN	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1308698	ADP	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309029	ADQ	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1308788	ADR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309526	ADS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309028	ADT	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309484	ADV	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1309406	AEA	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1309300	AEB	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1309314	AEC	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1309047	AEE	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308873	AEF	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1308731	AEG	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1308847	AEH	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1308980	AEI	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308639	AEK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309101	AEL	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308627	AEM	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309076	AEN	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1309160	AEP	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1309512	AEQ	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1309522	AER	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2
ERR1309368	AES	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308679	AET	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308650	AEV	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
SRR7851747	AF	Duan_2019	PRJNA396809	ADY
ERR1309420	AFA	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1308680	AFB	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
SRR7851748	AFB.1	Duan_2019	PRJNA396809	ADY
ERR1309327	AFC	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308983	AFD	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1309127	AFE	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309131	AFF	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309145	AFG	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309521	AFH	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1309513	AFI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308753	AFK	PeterandDeChiara_2018	PRJEB13017	24. Asian islands 
ERR1308843	AFL	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1308937	AFM	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1309509	AFN	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1309364	AFP	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1308647	AFQ	PeterandDeChiara_2018	PRJEB13017	M2. Mosaic region 2 
ERR1309137	AFR	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1309114	AFS	PeterandDeChiara_2018	PRJEB13017	?
ERR1308987	AFT	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308598	AFV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308814	AGA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308892	AGB	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1309000	AGC	PeterandDeChiara_2018	PRJEB13017	?
ERR1309444	AGE	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309486	AGF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308790	AGG	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1309035	AGH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309482	AGI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308858	AGK	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308762	AGL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309524	AGM	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1309412	AGN	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1 
ERR1308795	AGP	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309258	AGR	PeterandDeChiara_2018	PRJEB13017	24. Asian islands 
ERR1309241	AGS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308673	AGT	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308636	AGV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309481	AHA	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309288	AHB	PeterandDeChiara_2018	PRJEB13017	?
ERR1309041	AHC	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1309455	AHD	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309472	AHE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309361	AHF	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1
ERR1308781	AHG	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308924	AHH	PeterandDeChiara_2018	PRJEB13017	24. Asian islands 
ERR1308956	AHI	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308738	AHK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309499	AHL	PeterandDeChiara_2018	PRJEB13017	2. Alpechin 
ERR1308934	AHM	PeterandDeChiara_2018	PRJEB13017	2. Alpechin 
ERR1309240	AHN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309345	AHP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309019	AHQ	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308770	AHR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308920	AHS	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1309437	AHT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309271	AHV	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309200	AIA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308949	AIB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309173	AIC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309135	AID	PeterandDeChiara_2018	PRJEB13017	2. Alpechin 
ERR1308671	AIE	PeterandDeChiara_2018	PRJEB13017	2. Alpechin 
ERR1309471	AIF	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309438	AIG	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1308616	AII	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308901	AIK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308977	AIL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309350	AIM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309152	AIN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308832	AIP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308643	AIQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308799	AIR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309206	AIT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309231	AKB	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1309493	AKC	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1309113	AKD	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1308907	AKE	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1309112	AKG	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1309124	AKH	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1308695	AKI	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3 
ERR1308634	AKL	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1309380	AKM	PeterandDeChiara_2018	PRJEB13017	19. Malaysian 
ERR1308708	AKN	PeterandDeChiara_2018	PRJEB13017	23. North American oak 
ERR1309507	AKP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309442	AKQ	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3 
ERR1308765	AKR	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308945	AKS	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3 
ERR1308849	AKT	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309390	AKV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309430	ALA	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308938	ALB	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308644	ALC	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1308986	ALD	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308834	ALE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309039	ALG	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3 
ERR1308972	ALH	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1309514	ALI	PeterandDeChiara_2018	PRJEB13017	?
ERR1308623	ALK	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1309208	ALL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308792	ALM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309320	ALN	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309260	ALP	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308863	ALQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1308879	ALR	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309003	ALS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1309227	ALT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1309155	ALV	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308966	AMA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 1)
ERR1308617	AMB	PeterandDeChiara_2018	PRJEB13017	?
ERR1308975	AMC	PeterandDeChiara_2018	PRJEB13017	?
ERR1308587	AMD	PeterandDeChiara_2018	PRJEB13017	?
ERR1309335	AMF	PeterandDeChiara_2018	PRJEB13017	?
ERR1309347	AMG	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308682	AMH	PeterandDeChiara_2018	PRJEB13017	17. Taiwanese 
ERR1309063	AMI	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309092	AMK	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308615	AML	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308766	AMM	PeterandDeChiara_2018	PRJEB13017	?
ERR1309385	AMN	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309121	AMP	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1
ERR1308864	AMQ	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309143	AMR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308981	AMS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308624	AMT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 3)
ERR747926	AN1f2	Almeida_2015	PRJEB7601	Mosaic
ERR747927	AN1g2	Almeida_2015	PRJEB7601	Mosaic
ERR747925	AN3e1	Almeida_2015	PRJEB7601	Mosaic
ERR1309098	ANA	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309458	ANC	PeterandDeChiara_2018	PRJEB13017	23. North American oak 
ERR1309359	AND	PeterandDeChiara_2018	PRJEB13017	23. North American oak 
ERR1308867	ANE	PeterandDeChiara_2018	PRJEB13017	23. North American oak 
ERR1308955	ANF	PeterandDeChiara_2018	PRJEB13017	23. North American oak 
ERR1308936	ANG	PeterandDeChiara_2018	PRJEB13017	23. North American oak 
SRR7851918	ANG.CJ.1	Duan_2019	PRJNA396809	Huangjiu
SRR7851753	ANG1	Duan_2019	PRJNA396809	ADY
SRR7851922	ANGGW.1	Duan_2019	PRJNA396809	Mantou 3
ERR1308739	ANH	PeterandDeChiara_2018	PRJEB13017	23. North American oak 
ERR1309448	ANI	PeterandDeChiara_2018	PRJEB13017	23. North American oak 
ERR1309162	ANK	PeterandDeChiara_2018	PRJEB13017	23. North American oak 
ERR1308751	ANL	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1308960	ANM	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1308724	ANN	PeterandDeChiara_2018	PRJEB13017	12. West African cocoa 
ERR1309376	ANP	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309495	ANQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309353	ANR	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1308880	ANS	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1309011	ANT	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1308740	ANV	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR2299988	AP13.1	Barbosa_2018	PRJEB24932	Bread
ERR3010128	AP16.1	Pontes_2019	PRJEB30431	olives
ERR3010129	AP17.1	Pontes_2019	PRJEB30431	olives
ERR3010125	AP5.4	Pontes_2019	PRJEB30431	olives
ERR3010126	AP6.2	Pontes_2019	PRJEB30431	olives
ERR3010127	AP7.2	Pontes_2019	PRJEB30431	olives
ERR1308829	APA	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1309055	APC	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1308912	APD	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1309140	APE	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1308759	APF	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1309220	APG	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1308918	APH	PeterandDeChiara_2018	PRJEB13017	3. Brazilian bioethanol 
ERR1308707	API	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308678	APK	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309404	APL	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309296	APM	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309119	APN	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309259	APP	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1309447	APQ	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1308871	APR	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1308939	APS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308651	APT	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309025	APV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309511	AQA	PeterandDeChiara_2018	PRJEB13017	2. Alpechin 
ERR1308988	AQB	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308897	AQC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309262	AQD	PeterandDeChiara_2018	PRJEB13017	2. Alpechin 
ERR1308580	AQE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308609	AQG	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1309146	AQH	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1309318	AQI	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1308875	AQM	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1308777	AQN	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1309355	AQP	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308811	AQQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308923	AQR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308967	AQS	PeterandDeChiara_2018	PRJEB13017	26. Asian fermentation 
ERR1309217	AQT	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1309080	ARA	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309422	ARB	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308716	ARC	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309456	ARE	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1308649	ARG	PeterandDeChiara_2018	PRJEB13017	24. Asian islands 
ERR1309054	ARH	PeterandDeChiara_2018	PRJEB13017	24. Asian islands 
ERR1308645	ARI	PeterandDeChiara_2018	PRJEB13017	24. Asian islands 
ERR1308610	ARK	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309170	ARL	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308768	ARM	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1308612	ARN	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309069	ARP	PeterandDeChiara_2018	PRJEB13017	25. Sake 
ERR1309201	ARQ	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309066	ARR	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309161	ARS	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309369	ART	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1308660	ARV	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308769	ASA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European (subclade 4)
ERR1309421	ASB	PeterandDeChiara_2018	PRJEB13017	7. Mosaic beer 
ERR1309342	ASC	PeterandDeChiara_2018	PRJEB13017	6. African beer 
ERR1308866	ASD	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309317	ASE	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308592	ASG	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308979	ASH	PeterandDeChiara_2018	PRJEB13017	11. Ale beer 
ERR1309203	ASL	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309452	ASM	PeterandDeChiara_2018	PRJEB13017	?
ERR1309408	ASN	PeterandDeChiara_2018	PRJEB13017	5. French dairy 
ERR1309151	ASP	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
ERR1309292	ASR	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309325	ASS	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309383	AST	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1 
ERR1308883	ASV	PeterandDeChiara_2018	PRJEB13017	M1. Mosaic region 1
ERR1309171	ATA	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309490	ATB	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308677	ATC	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1309283	ATD	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308595	ATE	PeterandDeChiara_2018	PRJEB13017	M3. Mosaic region 3
ERR1308935	ATH	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308689	ATM	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1308590	ATN	PeterandDeChiara_2018	PRJEB13017	1. Wine/European 
ERR1309036	ATP	PeterandDeChiara_2018	PRJEB13017	13. African palm wine 
ERR1309464	ATQ	PeterandDeChiara_2018	PRJEB13017	2. Alpechin 
ERR1309498	ATR	PeterandDeChiara_2018	PRJEB13017	8. Mixed origin 
